Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001845,E02001850,70,0,0,0,16,1,0,37,3,2,11,0,3106.9748535703848,0.0170036815727534
E02001845,E02001851,12,0,0,0,2,0,0,10,0,0,0,0,7252.565892540234,0.020682379103177873
E02001845,E02001852,11,0,0,0,0,0,1,9,1,0,0,0,3832.347630041885,0.02455410590112707
E02001845,E02001854,40,0,0,0,8,0,0,28,4,0,0,0,6293.131973657031,0.020773087340329493
E02001845,E02001855,19,0,0,0,6,0,0,12,1,0,0,0,8991.327832805428,0.02057801040234113
E02001845,E02001856,14,0,0,0,0,0,0,11,2,0,1,0,4456.273650961858,0.01923010545253711
E02001845,E02001857,33,0,0,0,8,0,0,20,1,2,2,0,5507.768851562354,0.021388787027019966
E02001845,E02001859,115,0,0,0,16,0,2,75,4,0,18,0,2876.380827891593,0.021429853807953474
E02001845,E02001861,15,0,0,0,5,0,0,7,1,0,0,2,3136.800928084386,0.021559868997681662
E02001845,E02001863,55,0,0,0,4,0,0,34,9,5,3,0,3734.147466619625,0.02178947191940264
E02001845,E02001865,21,0,0,0,8,0,0,11,2,0,0,0,5562.9431067053665,0.017499184267973172
E02001845,E02001866,12,0,0,0,0,0,0,12,0,0,0,0,4500.794763806298,0.016176565790259646
E02001845,E02001867,11,0,0,0,0,0,1,10,0,0,0,0,4619.659980698561,0.021664740193089012
E02001845,E02001869,49,0,0,0,7,1,0,36,3,2,0,0,5769.322979970068,0.019888157815781207
E02001845,E02001873,35,0,0,0,10,0,0,25,0,0,0,0,5885.750309358006,0.02034924258974655
E02001845,E02001875,44,0,0,0,2,0,0,33,8,1,0,0,5544.359362136979,0.02158969538098014
E02001845,E02001876,181,0,0,0,69,0,2,97,12,1,0,0,6282.96490759613,0.020687219548482936
E02001845,E02001878,15,0,0,0,4,0,0,9,2,0,0,0,7371.295928161316,0.020961711116549393
E02001845,E02001879,17,0,0,0,4,0,0,12,0,1,0,0,7676.14380799199,0.015899729846655292
E02001845,E02001886,11,0,0,0,3,0,0,7,1,0,0,0,8984.613489549827,0.0213703749275603
E02001845,E02001890,21,0,0,0,6,0,0,13,1,0,1,0,9550.372326121089,0.021621312767489236
E02001845,E02001892,16,0,0,0,3,0,0,11,2,0,0,0,10762.45733047327,0.02162702471298168
